cp_model,art_ms_ozon,art_ms_wb,art_print_ozon,art_print_wb,sku,nm,msk_limits_all,tier
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V102222,W060,,225167958,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C103042,C103042,2782879159,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,R103658,Q00534,2639409214,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,V103665,W437,3085326752,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V104754,W330,,400619696,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C380,C380,2782881440,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,V104715,W969,3255056776,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C500056,C500056,3154628060,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,R103520,Q00492,2782879964,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C320,C320,2782879753,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,R102087,Q00026,,198412984,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,V103717,W369,2782880214,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C806,C806,2973403977,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C306,C306,2782879936,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V102310,W009,,198412985,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,V102158,W160,3084825946,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V104570,W007,,215552175,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,R103284,Q00425,,331485721,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,C670,C670,,507358881,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V103113,W261,,277519100,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,HWHN7AP-10,R103825,Q00662,2957330819,542315238,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V102307,W001,,198413452,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,HWHN7AP-10,R100453,Q500489,3084827302,587400518,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,R5017261,Q500488,,587349191,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,C500571,C500571,3218938948,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V104573,W260,,274306024,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,,HWHN7AP-10,V500486,W096,,248461133,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,R103659,Q00452,2639407789,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,R100687,Q500490,2516389795,,45,Tier 0
Huawei Y6 Prime 2018/Honor 7A Pro/7C,64550,,R103526,Q00476,2782879672,,45,Tier 0
Huawei Y7 2019,68450,,V104812,W1118,2957459976,,45,Tier 0
Huawei Y7 2019,68450,,V102752,W500491,2776147704,,45,Tier 0
Huawei Y7 2019,68450,,V100377,W100377,3084715704,,45,Tier 0
Huawei Y7 2019,68450,,C311,C311,2776158383,,45,Tier 0
Huawei Y7 2019,68450,,V102459,W177,2776157844,,45,Tier 0
Huawei Y7 2019,68450,,R242,Q00086,3084378036,,45,Tier 0
Huawei Y7 2019,68450,,V103631,W301,1859633749,,45,Tier 0
Huawei Y7 2019,68450,,V104161,W431,2452949762,,45,Tier 0
Huawei Y7 2019,68450,,V104272,W500493,2776145515,,45,Tier 0
Huawei Y7 2019,68450,,R102970,Q00454,2453520051,,45,Tier 0
Huawei Y7 2019,68450,,C103042,C103042,2776149907,,45,Tier 0
Huawei Y7 2019,68450,,R103658,Q00534,2631679778,,45,Tier 0
Huawei Y7 2019,68450,,V103665,W437,3085326951,,45,Tier 0
Huawei Y7 2019,68450,,C380,C380,2776151009,,45,Tier 0
Huawei Y7 2019,68450,,V104715,W969,3255063394,,45,Tier 0
Huawei Y7 2019,68450,,C500056,C500056,3154512806,,45,Tier 0
Huawei Y7 2019,68450,,R103520,Q00492,2776147383,,45,Tier 0
Huawei Y7 2019,68450,,C320,C320,2776152734,,45,Tier 0
Huawei Y7 2019,68450,,V103717,W369,2776158396,,45,Tier 0
Huawei Y7 2019,68450,,C806,C806,2973469643,,45,Tier 0
Huawei Y7 2019,68450,,C306,C306,2776150275,,45,Tier 0
Huawei Y7 2019,68450,,V102158,W160,3084398154,,45,Tier 0
Huawei Y7 2019,68450,,R103825,Q00662,2957459789,,45,Tier 0
Huawei Y7 2019,68450,,R100453,Q500489,3084378486,,45,Tier 0
Huawei Y7 2019,68450,,C500571,C500571,3218955444,,45,Tier 0
Huawei Y7 2019,68450,,R103659,Q00452,2631596811,,45,Tier 0
Huawei Y7 2019,68450,,R100687,Q500490,2516388457,,45,Tier 0
Huawei Y7 2019,68450,,R103526,Q00476,2776158413,,45,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V104469,W407,,513853220,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,V104812,W1118,2957403314,874036016,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,V102752,W500491,2782880227,587467058,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V100377,W100377,3084820941,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C311,C311,2782879916,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R103534,Q00466,,874034094,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,C816,C816,,561053526,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,V102459,W177,2782876679,513936987,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R242,Q00086,3084820517,,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,V103631,W301,1859613105,874036228,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R102210,Q00011,,513866472,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V104161,W431,2452987184,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V104272,W500493,2782877235,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R500483,Q00268,,513797418,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R102211,Q00049,,513865380,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R102970,Q00454,2453521254,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V102222,W060,,874034974,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C103042,C103042,2782878667,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R103658,Q00534,2639398426,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V103665,W437,3085328985,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C380,C380,2782879761,,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,V104715,W969,3255066224,514363021,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C500056,C500056,3154516219,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R103520,Q00492,2782879731,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C320,C320,2782879644,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R102087,Q00026,,874033310,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V103717,W369,2782879542,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C806,C806,2973465118,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C306,C306,2782881789,,100,Tier 0
Huawei Y8p/P Smart S,6103450,,V102158,W160,3084817648,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,R103284,Q00425,,514157934,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V103113,W261,,874036089,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,R103825,Q00662,2957403257,874034688,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,R100453,Q500489,3084821305,587395097,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V104947,W1252,,556469323,100,Tier 0
Huawei Y8p/P Smart S,6103450,,C500571,C500571,3218943674,,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V500487,W210,,514013993,100,Tier 0
Huawei Y8p/P Smart S,,HWI0143-10,V500486,W096,,874035007,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R103659,Q00452,2639401327,,100,Tier 0
Huawei Y8p/P Smart S,6103450,HWI0143-10,R100687,Q500490,2516554122,587420250,100,Tier 0
Huawei Y8p/P Smart S,6103450,,R103526,Q00476,2782881370,,100,Tier 0
Huawei Y9 2018,64950,,V104812,W1118,3005027037,,35,Tier 0
Huawei Y9 2018,64950,,V102752,W500491,2776146740,,35,Tier 0
Huawei Y9 2018,64950,,V100377,W100377,3084698537,,35,Tier 0
Huawei Y9 2018,64950,,C311,C311,2776150449,,35,Tier 0
Huawei Y9 2018,64950,,V102459,W177,2776150430,,35,Tier 0
Huawei Y9 2018,64950,,R242,Q00086,3084700263,,35,Tier 0
Huawei Y9 2018,64950,,V103631,W301,1865387702,,35,Tier 0
Huawei Y9 2018,64950,,V104161,W431,2452946299,,35,Tier 0
Huawei Y9 2018,64950,,V104272,W500493,2776148807,,35,Tier 0
Huawei Y9 2018,64950,,R102970,Q00454,2453524283,,35,Tier 0
Huawei Y9 2018,64950,,C103042,C103042,2776144922,,35,Tier 0
Huawei Y9 2018,64950,,R103658,Q00534,2631598901,,35,Tier 0
Huawei Y9 2018,64950,,V103665,W437,3085328741,,35,Tier 0
Huawei Y9 2018,64950,,C380,C380,2776149038,,35,Tier 0
Huawei Y9 2018,64950,,R103520,Q00492,2776145031,,35,Tier 0
Huawei Y9 2018,64950,,C320,C320,2776146259,,35,Tier 0
Huawei Y9 2018,64950,,V103717,W369,2776140900,,35,Tier 0
Huawei Y9 2018,64950,,C806,C806,3006600867,,35,Tier 0
Huawei Y9 2018,64950,,C306,C306,2776148199,,35,Tier 0
Huawei Y9 2018,64950,,V102158,W160,3084701212,,35,Tier 0
Huawei Y9 2018,64950,,R103825,Q00662,3004781318,,35,Tier 0
Huawei Y9 2018,64950,,R100453,Q500489,3084702358,,35,Tier 0
Huawei Y9 2018,64950,,R103659,Q00452,2631646853,,35,Tier 0
Huawei Y9 2018,64950,,R100687,Q500490,2516388067,,35,Tier 0
Huawei Y9 2018,64950,,R103526,Q00476,2776148691,,35,Tier 0
Huawei Y9s,611150,,V104812,W1118,3004972337,,45,Tier 0
Huawei Y9s,611150,,V102752,W500491,2776759699,,45,Tier 0
Huawei Y9s,611150,,V100377,W100377,3084759875,,45,Tier 0
Huawei Y9s,611150,,C311,C311,2776760299,,45,Tier 0
Huawei Y9s,611150,,V102459,W177,2776760147,,45,Tier 0
Huawei Y9s,611150,,V103631,W301,1865314548,,45,Tier 0
Huawei Y9s,611150,,V104161,W431,2452952883,,45,Tier 0
Huawei Y9s,611150,,V104272,W500493,2776760566,,45,Tier 0
Huawei Y9s,611150,,R102970,Q00454,2453512643,,45,Tier 0
Huawei Y9s,611150,,C103042,C103042,2776760311,,45,Tier 0
Huawei Y9s,611150,,R103658,Q00534,2631978027,,45,Tier 0
Huawei Y9s,611150,,V103665,W437,3085327180,,45,Tier 0
Huawei Y9s,611150,,C380,C380,2776760388,,45,Tier 0
Huawei Y9s,611150,,R103520,Q00492,2776760136,,45,Tier 0
Huawei Y9s,611150,,C320,C320,2776759303,,45,Tier 0
Huawei Y9s,611150,,V103717,W369,2776759467,,45,Tier 0
Huawei Y9s,611150,,C806,C806,3006604257,,45,Tier 0
Huawei Y9s,611150,,C306,C306,2776760328,,45,Tier 0
Huawei Y9s,611150,,V102158,W160,3084758151,,45,Tier 0
Huawei Y9s,611150,,R103825,Q00662,3004993217,,45,Tier 0
Huawei Y9s,611150,,R100453,Q500489,3098514330,,45,Tier 0
Huawei Y9s,611150,,R103659,Q00452,2631979579,,45,Tier 0
Huawei Y9s,611150,,R100687,Q500490,2453337314,,45,Tier 0
Huawei Y9s,611150,,R103526,Q00476,2776760123,,45,Tier 0
Infinix GT 20 Pro,,INF0039-10,V104469,W407,,443688167,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,V104812,W1118,2957318434,542289835,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,V102752,W500491,2777412722,587498957,140,Tier 4
Infinix GT 20 Pro,3106250,,V100377,W100377,3084445436,,140,Tier 4
Infinix GT 20 Pro,3106250,,C311,C311,2777410478,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R103534,Q00466,,529705981,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C512,C512,,460820594,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,V102459,W177,2777410224,238634952,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,R242,Q00086,3084442213,238635081,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R103404,Q00383,,291873909,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,V103631,W301,1858081358,331485781,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R102210,Q00011,,238635029,140,Tier 4
Infinix GT 20 Pro,3106250,,V104161,W431,2452991052,,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,V104272,W500493,2777412485,587540306,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R102211,Q00049,,238635034,140,Tier 4
Infinix GT 20 Pro,3106250,,R102970,Q00454,2453516381,,140,Tier 4
Infinix GT 20 Pro,3106250,,C103042,C103042,2777410719,,140,Tier 4
Infinix GT 20 Pro,3106250,,R103658,Q00534,2639588980,,140,Tier 4
Infinix GT 20 Pro,3106250,,V103665,W437,3085335314,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V104754,W330,,400619982,140,Tier 4
Infinix GT 20 Pro,3106250,,C380,C380,2777412329,,140,Tier 4
Infinix GT 20 Pro,3106250,,V104715,W969,3255055591,,140,Tier 4
Infinix GT 20 Pro,3106250,,C500056,C500056,3154625439,,140,Tier 4
Infinix GT 20 Pro,3106250,,R103520,Q00492,2777410039,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R500482,Q00260,,253313514,140,Tier 4
Infinix GT 20 Pro,3106250,,C320,C320,2777411534,,140,Tier 4
Infinix GT 20 Pro,3106250,,V103717,W369,2777410305,,140,Tier 4
Infinix GT 20 Pro,3106250,,C806,C806,2973398919,,140,Tier 4
Infinix GT 20 Pro,3106250,,C306,C306,2777412855,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V102331,W021,,238634977,140,Tier 4
Infinix GT 20 Pro,3106250,,V102158,W160,3084445370,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V104570,W007,,238634934,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R103284,Q00425,,331485278,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C505,C505,,460813551,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C340,C340,,413329057,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V103113,W261,,277519093,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,R103825,Q00662,2957317817,542316307,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C007,C007,,413329051,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V102307,W001,,238634930,140,Tier 4
Infinix GT 20 Pro,3106250,,R100453,Q500489,3084444613,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,R5017261,Q500488,,587350727,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C140,C140,,413330363,140,Tier 4
Infinix GT 20 Pro,3106250,,C500571,C500571,3218954683,,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V104376,W416,,445318654,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V500487,W210,,259030160,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V104573,W260,,274305949,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,C004,C004,,413326523,140,Tier 4
Infinix GT 20 Pro,,INF0039-10,V500486,W096,,248462717,140,Tier 4
Infinix GT 20 Pro,3106250,,R103659,Q00452,2639907855,,140,Tier 4
Infinix GT 20 Pro,3106250,INF0039-10,R100687,Q500490,2453309223,587434165,140,Tier 4
Infinix GT 20 Pro,3106250,,R103526,Q00476,2777410015,,140,Tier 4
Infinix GT 30 Pro,,INF0056-10,V104469,W407,,446063969,130,Tier 3
Infinix GT 30 Pro,3107450,,V102752,W500491,2780764805,,130,Tier 3
Infinix GT 30 Pro,3107450,,V100377,W100377,3085489160,,130,Tier 3
Infinix GT 30 Pro,3107450,,C311,C311,2780766056,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,R103534,Q00466,,529697268,130,Tier 3
Infinix GT 30 Pro,3107450,,V102459,W177,2780753164,,130,Tier 3
Infinix GT 30 Pro,3107450,INF0056-10,R242,Q00086,3085486710,446066901,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,R102210,Q00011,,446064666,130,Tier 3
Infinix GT 30 Pro,3107450,,V104161,W431,2484004057,,130,Tier 3
Infinix GT 30 Pro,3107450,INF0056-10,V104272,W500493,2780755029,587540482,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,R500483,Q00268,,446063193,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104491,W412,,446063462,130,Tier 3
Infinix GT 30 Pro,3107450,,R102970,Q00454,2917519231,,130,Tier 3
Infinix GT 30 Pro,3107450,,C103042,C103042,2780765626,,130,Tier 3
Infinix GT 30 Pro,3107450,,R103658,Q00534,2640329580,,130,Tier 3
Infinix GT 30 Pro,3107450,,V103665,W437,3085489233,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104754,W330,,446066503,130,Tier 3
Infinix GT 30 Pro,3107450,,C380,C380,2780755150,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104715,W969,,512776764,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,C500056,C500056,,577329574,130,Tier 3
Infinix GT 30 Pro,3107450,,R103520,Q00492,2780767000,,130,Tier 3
Infinix GT 30 Pro,3107450,,C320,C320,2780764087,,130,Tier 3
Infinix GT 30 Pro,3107450,,V103717,W369,2780753232,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,C806,C806,,684806114,130,Tier 3
Infinix GT 30 Pro,3107450,,C306,C306,2780764990,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V102310,W009,,446069257,130,Tier 3
Infinix GT 30 Pro,3107450,,V102158,W160,3085490482,,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104570,W007,,446064386,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,R103284,Q00425,,446065246,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,C670,C670,,507362596,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V103113,W261,,446065803,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V102307,W001,,446067157,130,Tier 3
Infinix GT 30 Pro,3107450,INF0056-10,R100453,Q500489,3085488663,587402742,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104947,W1252,,556469292,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,C140,C140,,446093403,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V104376,W416,,446066217,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,C004,C004,,446093095,130,Tier 3
Infinix GT 30 Pro,,INF0056-10,V500486,W096,,446065969,130,Tier 3
Infinix GT 30 Pro,3107450,,R103659,Q00452,2640060729,,130,Tier 3
Infinix GT 30 Pro,3107450,INF0056-10,R100687,Q500490,2917519594,587434779,130,Tier 3
Infinix GT 30 Pro,3107450,,R103526,Q00476,2780767063,,130,Tier 3
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104469,W407,,513853330,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,V104812,W1118,2957462692,874264540,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,V102752,W500491,2782877481,587474277,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V100377,W100377,3085101902,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C311,C311,2782751821,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,R103534,Q00466,,529670859,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,V102459,W177,2782753369,874265022,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,R242,Q00086,3085102819,874241119,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,R103404,Q00383,,513832792,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,V103631,W301,1858036902,874265387,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,R102210,Q00011,,513866557,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V104161,W431,2452985788,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V104272,W500493,2782875812,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,C506,C506,,528546140,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104491,W412,,874266488,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R102970,Q00454,2453516676,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V102222,W060,,874261657,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C103042,C103042,2782751774,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R103658,Q00534,2639457007,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V103665,W437,3085333258,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104754,W330,,514107009,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C380,C380,2782875842,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,V104715,W969,3255058303,514363034,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C500056,C500056,3154511635,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R103520,Q00492,2782752724,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,R500482,Q00260,,874241649,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C320,C320,2782750744,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,R102087,Q00026,,874518564,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V103717,W369,2782748909,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C806,C806,2973472534,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C306,C306,2782750977,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V102331,W021,,514150881,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,V102158,W160,3085104936,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104570,W007,,874244241,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V103113,W261,,874265147,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,INF0047-10,R103825,Q00662,2957462212,874243348,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V102307,W001,,874244249,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R100453,Q500489,3085102060,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104947,W1252,,556466554,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,C500571,C500571,3218949029,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V500487,W210,,874264896,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,,INF0047-10,V104573,W260,,513833400,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R103659,Q00452,2639464833,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R100687,Q500490,2516512929,,35,Tier 0
Infinix HOT 10 Play/HOT 11 Play,3100650,,R103526,Q00476,2782875607,,35,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,C026,C026,,685055285,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V104812,W1118,2957462575,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,INFH10S-10,V102752,W500491,2782753316,587513337,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C311,C311,2782753869,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,INFH10S-10,V102459,W177,2782749547,233426183,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R242,Q00086,,225006362,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R103404,Q00383,,291872511,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V103631,W301,2240017706,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R102210,Q00011,,198414771,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V104161,W431,2452985107,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,INFH10S-10,V104272,W500493,2782753232,587547376,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R500483,Q00268,,253314751,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R103147,Q00295,,259067918,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,V104491,W412,,445357756,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,R102970,Q00454,2453524420,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,V102222,W060,,225165390,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C103042,C103042,2782753398,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,R103658,Q00534,2639099969,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V103665,W437,3085331862,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C380,C380,2782753963,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V104715,W969,3255080528,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C500056,C500056,3154518565,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,R103520,Q00492,2782753552,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,R500482,Q00260,,253314868,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C320,C320,2782750454,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,C294,C294,,413331805,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,V103717,W369,2782750557,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,INFH10S-10,C806,C806,2973470552,685056304,20,Tier 0
Infinix HOT 10S/HOT 11 G37,3100250,,C306,C306,2782750607,,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,V102310,W009,,198412500,20,Tier 0
Infinix HOT 10S/HOT 11 G37,,INFH10S-10,V102331,W021,,215549635,20,Tier 0
