cp_category,cp_model,group_key,art_print,pp,product_id,rank,image_url
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:2aa601971ba93415a31c34abaa5d7104,V103787,ПП1,388980284,56,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103787.webp
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:4084e0183be82c4e13d771737a642186,V103635,ПП1,431794669,61,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103635.webp
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:728c489a8b6da1482e9dfcc03431204d,R103071,ПП1,388981002,64,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103071.webp
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:7f80108e9e1ce211c4c150478c7f5195,R103526,ПП1,388983527,67,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103526.webp
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:8ca11983812225f5d4a829a76c46b765,V16391,ПП1,388981001,57,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V16391.webp
Силиконовые чехлы,Asus Zenfone Max M2 ZB633KL,H:e355211976774d1bec4f3ad9854222b0,R103658,ПП1,424998557,88,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103658.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:500527,R500527,ПП1,1228291660,70,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R500527.webp
Силиконовые чехлы,CMF Phone 1,A:500571,C500571,ПП1,593360701,31,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/Y500571.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:501081,V501081,ПП1,699745635,77,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V501081.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:502472,V502472,ПП1,801447898,52,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V502472.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:502481,V502481,ПП1,801519779,12,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V502481.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:502552,V502552,ПП1,1181937706,59,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V502552.webp
Матовые цветные чехлы для печати,CMF Phone 1,A:504172,R504172,ПП1,986239240,10,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R5041721.webp
Матовые цветные чехлы для печати,CMF Phone 1,H:0cd9a6d15d01af001f4983a97ee9b5d0,R102894,ПП1,1181937415,87,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R102894.webp
Силиконовые чехлы,CMF Phone 1,H:0fbdd407709d4dd6e22a83f2d81ffa50,V104203,ПП1,431981321,60,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104203.webp
