cp_category,cp_model,group_key,art_print,pp,product_id,rank,image_url
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:5ade30d2c76ca5bff1d9422f32276d0a,W167,ПП2,256626243,44,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/W167.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:5f474c89319737423a378ab1a87fc977,Q00088,ПП2,245206158,22,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q00088.webp
Силиконовые чехлы,Asus ROG Phone 8,H:620c1a2ba8ebd2036f061bbca33517de,Q00026,ПП2,221225667,20,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q00026.webp
Силиконовые чехлы,Asus ROG Phone 8,H:630d0375c89920b84aa22e350e42bc68,Q00431,ПП2,376450369,10,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q00431.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:643559b19afbf8ede979689a614009d1,Q00086,ПП2,245206441,14,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q00086.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:65c5e73f669663587c70c09bef6ba21e,Q00005,ПП2,226816283,76,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q102101.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:6719302abee12d5c815cefb141110569,W066,ПП2,227498577,50,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/W066.webp
Силиконовые чехлы,Asus ROG Phone 8,H:6ad14f2dcf4f0402d078033b58ae5e9e,W007,ПП2,221221113,38,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/W104570.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:73005feedc2329b34b49cf378c7ea1d0,Q515,ПП2,488641567,18,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/Q515.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:767eb9f5460900acea9227d1fbca19e4,W207,ПП2,256626500,47,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/W207.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:7f9f9336189efbe0d2397932d667df01,W388,ПП2,443761094,40,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp2/W388.webp
